date,jobcountry,% of job postings
16/4/22,CA,3.186836058
17/4/22,CA,3.185602547
18/4/22,CA,3.18432201
19/4/22,CA,3.182021025
20/4/22,CA,3.179590231
21/4/22,CA,3.185343224
22/4/22,CA,3.190078374
23/4/22,CA,3.184833664
24/4/22,CA,3.180494607
25/4/22,CA,3.173489554
26/4/22,CA,3.16550052
27/4/22,CA,3.129357268
28/4/22,CA,3.114573324
29/4/22,CA,3.099198884
30/4/22,CA,3.088851518
1/5/22,CA,3.07815019
2/5/22,CA,3.074462161
3/5/22,CA,3.072470207
4/5/22,CA,3.096380807
5/5/22,CA,3.092742296
6/5/22,CA,3.091394685
7/5/22,CA,3.091273104
8/5/22,CA,3.091634996
9/5/22,CA,3.086252437
10/5/22,CA,3.084286454
11/5/22,CA,3.082274642
12/5/22,CA,3.081592207
13/5/22,CA,3.080461454
14/5/22,CA,3.078824923
15/5/22,CA,3.077422874
16/5/22,CA,3.078611881
17/5/22,CA,3.078013154
18/5/22,CA,3.077283243
19/5/22,CA,3.07690412
20/5/22,CA,3.075097989
21/5/22,CA,3.075844042
22/5/22,CA,3.078389413
23/5/22,CA,3.080137046
24/5/22,CA,3.084776478
25/5/22,CA,3.090001794
26/5/22,CA,3.092706599
27/5/22,CA,3.094877131
28/5/22,CA,3.097509092
29/5/22,CA,3.096429242
30/5/22,CA,3.097533788
31/5/22,CA,3.096945781
1/6/22,CA,3.094239891
2/6/22,CA,3.089642183
3/6/22,CA,3.083493975
4/6/22,CA,3.073503503
5/6/22,CA,3.06725418
6/6/22,CA,3.058578804
7/6/22,CA,3.047988606
8/6/22,CA,3.038484609
9/6/22,CA,3.03284227
10/6/22,CA,3.028164381
11/6/22,CA,3.025390241
12/6/22,CA,3.018958977
13/6/22,CA,3.016027521
14/6/22,CA,3.018133113
15/6/22,CA,3.01756803
16/6/22,CA,3.017218759
17/6/22,CA,3.020633561
18/6/22,CA,3.020522852
19/6/22,CA,3.021315891
20/6/22,CA,3.019927289
21/6/22,CA,3.014041235
22/6/22,CA,3.010433888
23/6/22,CA,3.005099596
24/6/22,CA,2.999809772
25/6/22,CA,2.995710839
26/6/22,CA,2.991922799
27/6/22,CA,2.988968428
28/6/22,CA,2.9876307
29/6/22,CA,2.987144394
30/6/22,CA,2.990515105
1/7/22,CA,2.991819852
2/7/22,CA,2.99659258
3/7/22,CA,3.003452978
4/7/22,CA,3.010095175
5/7/22,CA,3.015116559
6/7/22,CA,3.019830284
7/7/22,CA,3.020201828
8/7/22,CA,3.018212069
9/7/22,CA,3.015533077
10/7/22,CA,3.009475377
11/7/22,CA,3.003204076
12/7/22,CA,2.998487327
13/7/22,CA,2.991388747
14/7/22,CA,2.985031641
15/7/22,CA,2.980722381
16/7/22,CA,2.972795243
17/7/22,CA,2.969548778
18/7/22,CA,2.963241429
19/7/22,CA,2.955300439
20/7/22,CA,2.948395652
21/7/22,CA,2.942035236
22/7/22,CA,2.935152195
23/7/22,CA,2.927645692
24/7/22,CA,2.919961566
25/7/22,CA,2.915287884
26/7/22,CA,2.909098204
27/7/22,CA,2.900063544
28/7/22,CA,2.890440527
29/7/22,CA,2.883729187
30/7/22,CA,2.878936082
31/7/22,CA,2.871179484
1/8/22,CA,2.862669396
2/8/22,CA,2.857772862
3/8/22,CA,2.855525466
4/8/22,CA,2.854048748
5/8/22,CA,2.852586671
6/8/22,CA,2.849405599
7/8/22,CA,2.848888317
8/8/22,CA,2.847593086
9/8/22,CA,2.843210191
10/8/22,CA,2.839383938
11/8/22,CA,2.832994569
12/8/22,CA,2.82058423
13/8/22,CA,2.80742972
14/8/22,CA,2.793734252
15/8/22,CA,2.780252396
16/8/22,CA,2.766960371
17/8/22,CA,2.751662507
18/8/22,CA,2.739818325
19/8/22,CA,2.730649796
20/8/22,CA,2.721984154
21/8/22,CA,2.713169307
22/8/22,CA,2.703469191
23/8/22,CA,2.69450154
24/8/22,CA,2.682650799
25/8/22,CA,2.672508046
26/8/22,CA,2.659663258
27/8/22,CA,2.649752398
28/8/22,CA,2.636016156
29/8/22,CA,2.621266145
30/8/22,CA,2.608507924
31/8/22,CA,2.599271542
1/9/22,CA,2.590103999
2/9/22,CA,2.586991636
3/9/22,CA,2.583949096
4/9/22,CA,2.58394333
5/9/22,CA,2.585156743
6/9/22,CA,2.58969704
7/9/22,CA,2.593728425
8/9/22,CA,2.598834587
9/9/22,CA,2.59687996
10/9/22,CA,2.587387603
11/9/22,CA,2.581294999
12/9/22,CA,2.573498356
13/9/22,CA,2.562963079
14/9/22,CA,2.553645342
15/9/22,CA,2.542683624
16/9/22,CA,2.53428209
17/9/22,CA,2.532082641
18/9/22,CA,2.525430528
19/9/22,CA,2.522628518
20/9/22,CA,2.520539276
21/9/22,CA,2.520848422
22/9/22,CA,2.516053978
23/9/22,CA,2.512132819
24/9/22,CA,2.50587893
25/9/22,CA,2.501527991
26/9/22,CA,2.492246625
27/9/22,CA,2.484263205
28/9/22,CA,2.479795293
29/9/22,CA,2.477763033
30/9/22,CA,2.477668106
1/10/22,CA,2.480092038
2/10/22,CA,2.48299859
3/10/22,CA,2.487472173
4/10/22,CA,2.483311782
5/10/22,CA,2.476831652
6/10/22,CA,2.470799367
7/10/22,CA,2.46412393
8/10/22,CA,2.454667591
9/10/22,CA,2.444198085
10/10/22,CA,2.436711152
11/10/22,CA,2.436350561
12/10/22,CA,2.433240551
13/10/22,CA,2.429070721
14/10/22,CA,2.422946002
15/10/22,CA,2.418377826
16/10/22,CA,2.415215384
17/10/22,CA,2.410547838
18/10/22,CA,2.401498241
19/10/22,CA,2.393091715
20/10/22,CA,2.385655273
21/10/22,CA,2.378348828
22/10/22,CA,2.364092871
23/10/22,CA,2.354407811
24/10/22,CA,2.343020725
25/10/22,CA,2.334546274
26/10/22,CA,2.324566072
27/10/22,CA,2.312827812
28/10/22,CA,2.30351377
29/10/22,CA,2.300658863
30/10/22,CA,2.290853163
31/10/22,CA,2.283325719
1/11/22,CA,2.278734285
2/11/22,CA,2.277936652
3/11/22,CA,2.278075656
4/11/22,CA,2.277479901
5/11/22,CA,2.276148544
6/11/22,CA,2.275192771
7/11/22,CA,2.273080914
8/11/22,CA,2.268076853
9/11/22,CA,2.260188641
10/11/22,CA,2.252422064
11/11/22,CA,2.250370329
12/11/22,CA,2.251198784
13/11/22,CA,2.250225328
14/11/22,CA,2.248504925
15/11/22,CA,2.247560785
16/11/22,CA,2.248240893
17/11/22,CA,2.249712003
18/11/22,CA,2.246452961
19/11/22,CA,2.241468661
20/11/22,CA,2.241767527
21/11/22,CA,2.241261118
22/11/22,CA,2.240895185
23/11/22,CA,2.236590343
24/11/22,CA,2.232989271
25/11/22,CA,2.229888065
26/11/22,CA,2.229313067
27/11/22,CA,2.222123652
28/11/22,CA,2.217364222
29/11/22,CA,2.209170174
30/11/22,CA,2.209203273
1/12/22,CA,2.208806408
2/12/22,CA,2.206905758
3/12/22,CA,2.205256299
4/12/22,CA,2.208558306
5/12/22,CA,2.212706059
6/12/22,CA,2.222278689
7/12/22,CA,2.225887907
8/12/22,CA,2.228351708
9/12/22,CA,2.230283333
10/12/22,CA,2.229442794
11/12/22,CA,2.227641512
12/12/22,CA,2.223202535
13/12/22,CA,2.216557088
14/12/22,CA,2.208319542
15/12/22,CA,2.202920651
16/12/22,CA,2.199189434
17/12/22,CA,2.191835777
18/12/22,CA,2.184150838
19/12/22,CA,2.177955497
20/12/22,CA,2.172923103
21/12/22,CA,2.171463617
22/12/22,CA,2.168191113
23/12/22,CA,2.165496341
24/12/22,CA,2.168058065
25/12/22,CA,2.169855994
26/12/22,CA,2.170820786
27/12/22,CA,2.173126449
28/12/22,CA,2.174464774
29/12/22,CA,2.176477265
30/12/22,CA,2.177660491
31/12/22,CA,2.176957978
1/1/23,CA,2.176237089
2/1/23,CA,2.174382756
3/1/23,CA,2.168760733
4/1/23,CA,2.164643989
5/1/23,CA,2.162681082
6/1/23,CA,2.158303779
7/1/23,CA,2.152541521
8/1/23,CA,2.148316811
9/1/23,CA,2.144872736
10/1/23,CA,2.142506439
11/1/23,CA,2.140031285
12/1/23,CA,2.137853369
13/1/23,CA,2.143073184
14/1/23,CA,2.148375058
15/1/23,CA,2.154018288
16/1/23,CA,2.160330806
17/1/23,CA,2.166710977
18/1/23,CA,2.169851804
19/1/23,CA,2.170766037
20/1/23,CA,2.165832913
21/1/23,CA,2.160937841
22/1/23,CA,2.154619954
23/1/23,CA,2.14683037
24/1/23,CA,2.142154639
25/1/23,CA,2.137189183
26/1/23,CA,2.135135307
27/1/23,CA,2.134159042
28/1/23,CA,2.136297851
29/1/23,CA,2.137782915
30/1/23,CA,2.139276483
31/1/23,CA,2.138331492
1/2/23,CA,2.134792304
2/2/23,CA,2.129912646
3/2/23,CA,2.123100637
4/2/23,CA,2.117799995
5/2/23,CA,2.109543186
6/2/23,CA,2.103162195
7/2/23,CA,2.09729446
8/2/23,CA,2.100670086
9/2/23,CA,2.10138756
10/2/23,CA,2.105197307
11/2/23,CA,2.106502917
12/2/23,CA,2.110793436
13/2/23,CA,2.114825325
14/2/23,CA,2.116927038
15/2/23,CA,2.114648147
16/2/23,CA,2.113744829
17/2/23,CA,2.110632041
18/2/23,CA,2.101741913
19/2/23,CA,2.098543594
20/2/23,CA,2.096193685
21/2/23,CA,2.093604931
22/2/23,CA,2.091624195
23/2/23,CA,2.087201838
24/2/23,CA,2.086344881
25/2/23,CA,2.092422457
26/2/23,CA,2.092593004
27/2/23,CA,2.090763925
28/2/23,CA,2.088077959
1/3/23,CA,2.08652917
2/3/23,CA,2.086662462
3/3/23,CA,2.081511178
4/3/23,CA,2.075540172
5/3/23,CA,2.072865299
6/3/23,CA,2.070406709
7/3/23,CA,2.069810259
8/3/23,CA,2.06673951
9/3/23,CA,2.066874155
10/3/23,CA,2.063158035
11/3/23,CA,2.058243606
12/3/23,CA,2.050419311
13/3/23,CA,2.045133768
14/3/23,CA,2.039131549
15/3/23,CA,2.033616416
16/3/23,CA,2.024816697
17/3/23,CA,2.022322187
18/3/23,CA,2.02033752
19/3/23,CA,2.020578451
20/3/23,CA,2.017527162
21/3/23,CA,2.016719217
22/3/23,CA,2.015994139
23/3/23,CA,2.017072645
24/3/23,CA,2.016711068
25/3/23,CA,2.01845099
26/3/23,CA,2.017608172
27/3/23,CA,2.019480048
28/3/23,CA,2.016050572
29/3/23,CA,2.016353024
30/3/23,CA,2.014500905
31/3/23,CA,2.005298109
1/4/23,CA,1.993194698
2/4/23,CA,1.982015961
3/4/23,CA,1.971173664
4/4/23,CA,1.96232961
5/4/23,CA,1.95122316
6/4/23,CA,1.941598528
7/4/23,CA,1.940458993
8/4/23,CA,1.940754339
9/4/23,CA,1.940751492
10/4/23,CA,1.937964131
11/4/23,CA,1.93613693
12/4/23,CA,1.933484178
13/4/23,CA,1.929678
14/4/23,CA,1.921165576
15/4/23,CA,1.91085027
16/4/23,CA,1.90337672
17/4/23,CA,1.896731714
18/4/23,CA,1.890111246
19/4/23,CA,1.881060024
20/4/23,CA,1.871900966
21/4/23,CA,1.866896199
22/4/23,CA,1.864170194
23/4/23,CA,1.858975623
24/4/23,CA,1.854130704
25/4/23,CA,1.849726541
26/4/23,CA,1.848482176
27/4/23,CA,1.848526793
28/4/23,CA,1.849633433
29/4/23,CA,1.848342837
30/4/23,CA,1.847649809
1/5/23,CA,1.840107982
2/5/23,CA,1.833381156
3/5/23,CA,1.829177541
4/5/23,CA,1.824500452
5/5/23,CA,1.825359057
6/5/23,CA,1.828613471
7/5/23,CA,1.830813542
8/5/23,CA,1.839957717
9/5/23,CA,1.846720251
10/5/23,CA,1.849851611
11/5/23,CA,1.852090523
12/5/23,CA,1.851366204
13/5/23,CA,1.845964559
14/5/23,CA,1.843328819
15/5/23,CA,1.841255477
16/5/23,CA,1.841187158
17/5/23,CA,1.837081779
18/5/23,CA,1.836006995
19/5/23,CA,1.833865467
20/5/23,CA,1.835064005
21/5/23,CA,1.835421234
22/5/23,CA,1.834540721
23/5/23,CA,1.833517452
24/5/23,CA,1.836132921
25/5/23,CA,1.835692086
26/5/23,CA,1.832939339
27/5/23,CA,1.830942882
28/5/23,CA,1.827220263
29/5/23,CA,1.823584459
30/5/23,CA,1.820255201
31/5/23,CA,1.816991736
1/6/23,CA,1.813011089
2/6/23,CA,1.808850198
3/6/23,CA,1.806660413
4/6/23,CA,1.804068299
5/6/23,CA,1.800056786
6/6/23,CA,1.794317356
7/6/23,CA,1.788010928
8/6/23,CA,1.783200604
9/6/23,CA,1.778314552
10/6/23,CA,1.772637939
11/6/23,CA,1.768288861
12/6/23,CA,1.766546021
13/6/23,CA,1.764643302
14/6/23,CA,1.765347977
15/6/23,CA,1.76830619
16/6/23,CA,1.772026598
17/6/23,CA,1.773532694
18/6/23,CA,1.77504738
19/6/23,CA,1.775376414
20/6/23,CA,1.778721211
21/6/23,CA,1.780476332
22/6/23,CA,1.781300898
23/6/23,CA,1.784133084
24/6/23,CA,1.78826997
25/6/23,CA,1.790765538
26/6/23,CA,1.794519087
27/6/23,CA,1.794225522
28/6/23,CA,1.795983992
29/6/23,CA,1.796979129
30/6/23,CA,1.798399653
1/7/23,CA,1.799748327
2/7/23,CA,1.80216993
3/7/23,CA,1.804269141
4/7/23,CA,1.810510975
5/7/23,CA,1.81473073
6/7/23,CA,1.820495762
7/7/23,CA,1.825259424
8/7/23,CA,1.832103546
9/7/23,CA,1.837296639
10/7/23,CA,1.842444916
11/7/23,CA,1.845038419
12/7/23,CA,1.845873001
13/7/23,CA,1.84547295
14/7/23,CA,1.845105701
15/7/23,CA,1.841591628
16/7/23,CA,1.839188942
17/7/23,CA,1.835552841
18/7/23,CA,1.832847101
19/7/23,CA,1.833235379
20/7/23,CA,1.835783409
21/7/23,CA,1.839410177
22/7/23,CA,1.839017859
23/7/23,CA,1.843255785
24/7/23,CA,1.848053434
25/7/23,CA,1.853652419
26/7/23,CA,1.860388348
27/7/23,CA,1.862458738
28/7/23,CA,1.865788829
29/7/23,CA,1.872955285
30/7/23,CA,1.876568698
31/7/23,CA,1.880523843
1/8/23,CA,1.881896566
2/8/23,CA,1.877024402
3/8/23,CA,1.874654459
4/8/23,CA,1.874843873
5/8/23,CA,1.876894947
6/8/23,CA,1.877589363
7/8/23,CA,1.877839083
8/8/23,CA,1.882730114
9/8/23,CA,1.891230937
10/8/23,CA,1.898026252
11/8/23,CA,1.896556192
12/8/23,CA,1.893309538
13/8/23,CA,1.892230395
14/8/23,CA,1.892267483
15/8/23,CA,1.889420698
16/8/23,CA,1.885419086
17/8/23,CA,1.882093272
18/8/23,CA,1.87982699
19/8/23,CA,1.878943976
20/8/23,CA,1.876195152
21/8/23,CA,1.87239441
22/8/23,CA,1.869063063
23/8/23,CA,1.868171081
24/8/23,CA,1.867121864
25/8/23,CA,1.865956976
26/8/23,CA,1.866342813
27/8/23,CA,1.866979506
28/8/23,CA,1.868061834
29/8/23,CA,1.868289358
30/8/23,CA,1.867861904
31/8/23,CA,1.869257739
1/9/23,CA,1.874166739
2/9/23,CA,1.87930069
3/9/23,CA,1.88387287
4/9/23,CA,1.888483401
5/9/23,CA,1.893048856
6/9/23,CA,1.897941748
7/9/23,CA,1.902155313
8/9/23,CA,1.907719298
9/9/23,CA,1.909037691
10/9/23,CA,1.914575729
11/9/23,CA,1.919584039
12/9/23,CA,1.928046747
13/9/23,CA,1.936942924
14/9/23,CA,1.944133055
15/9/23,CA,1.949508841
16/9/23,CA,1.951985127
17/9/23,CA,1.95180866
18/9/23,CA,1.951173761
19/9/23,CA,1.9491444
20/9/23,CA,1.944376519
21/9/23,CA,1.943339519
22/9/23,CA,1.940024196
23/9/23,CA,1.945421676
24/9/23,CA,1.948373642
25/9/23,CA,1.950962941
26/9/23,CA,1.956003834
27/9/23,CA,1.961865734
28/9/23,CA,1.967220622
29/9/23,CA,1.974758681
30/9/23,CA,1.972312216
1/10/23,CA,1.974651431
2/10/23,CA,1.978060685
3/10/23,CA,1.974655106
4/10/23,CA,1.974005533
5/10/23,CA,1.971899056
6/10/23,CA,1.970268527
7/10/23,CA,1.979675448
8/10/23,CA,1.982338606
9/10/23,CA,1.988415404
10/10/23,CA,2.00022676
11/10/23,CA,2.010800421
12/10/23,CA,2.01967985
13/10/23,CA,2.028474214
14/10/23,CA,2.033758462
15/10/23,CA,2.043527571
16/10/23,CA,2.051015241
17/10/23,CA,2.056269359
18/10/23,CA,2.057649142
19/10/23,CA,2.061074337
20/10/23,CA,2.06487746
21/10/23,CA,2.057334732
22/10/23,CA,2.055147883
23/10/23,CA,2.051323191
24/10/23,CA,2.047913701
25/10/23,CA,2.045353899
26/10/23,CA,2.043252371
27/10/23,CA,2.039359355
28/10/23,CA,2.045821084
29/10/23,CA,2.044084934
30/10/23,CA,2.044305013
31/10/23,CA,2.039116871
1/11/23,CA,2.036099833
2/11/23,CA,2.032121427
3/11/23,CA,2.034708283
4/11/23,CA,2.041119683
5/11/23,CA,2.047612859
6/11/23,CA,2.052479562
7/11/23,CA,2.062675414
8/11/23,CA,2.073089717
9/11/23,CA,2.084643612
10/11/23,CA,2.091309329
11/11/23,CA,2.095381215
12/11/23,CA,2.102107598
13/11/23,CA,2.107674184
14/11/23,CA,2.114713679
15/11/23,CA,2.123540439
16/11/23,CA,2.130226388
17/11/23,CA,2.135686099
18/11/23,CA,2.138058239
19/11/23,CA,2.142937136
20/11/23,CA,2.15076715
21/11/23,CA,2.155459489
22/11/23,CA,2.156355703
23/11/23,CA,2.161595497
24/11/23,CA,2.16687161
25/11/23,CA,2.174013423
26/11/23,CA,2.179157809
27/11/23,CA,2.184018223
28/11/23,CA,2.1883769
29/11/23,CA,2.193033026
30/11/23,CA,2.195029997
1/12/23,CA,2.196645667
2/12/23,CA,2.197719384
3/12/23,CA,2.197923558
4/12/23,CA,2.197339262
5/12/23,CA,2.198812162
6/12/23,CA,2.200541633
7/12/23,CA,2.201306729
8/12/23,CA,2.206591597
9/12/23,CA,2.209876643
10/12/23,CA,2.216878006
11/12/23,CA,2.223038415
12/12/23,CA,2.230825104
13/12/23,CA,2.240318251
14/12/23,CA,2.249958811
15/12/23,CA,2.255933864
16/12/23,CA,2.269222825
17/12/23,CA,2.277736929
18/12/23,CA,2.287700544
19/12/23,CA,2.297625046
20/12/23,CA,2.309185417
21/12/23,CA,2.321174653
22/12/23,CA,2.335769062
23/12/23,CA,2.345402181
24/12/23,CA,2.355776566
25/12/23,CA,2.36689066
26/12/23,CA,2.377325245
27/12/23,CA,2.384608846
28/12/23,CA,2.390785374
29/12/23,CA,2.394666826
30/12/23,CA,2.399550467
31/12/23,CA,2.405794634
1/1/24,CA,2.410734709
2/1/24,CA,2.415240869
3/1/24,CA,2.420583587
4/1/24,CA,2.428646191
5/1/24,CA,2.434293146
6/1/24,CA,2.438967324
7/1/24,CA,2.438785487
8/1/24,CA,2.441571427
9/1/24,CA,2.442857451
10/1/24,CA,2.444911871
11/1/24,CA,2.442488262
12/1/24,CA,2.441667864
13/1/24,CA,2.439705402
14/1/24,CA,2.440979114
15/1/24,CA,2.440159
16/1/24,CA,2.44082094
17/1/24,CA,2.440296205
18/1/24,CA,2.441277128
19/1/24,CA,2.444139613
20/1/24,CA,2.447540275
21/1/24,CA,2.452863358
22/1/24,CA,2.457892428
23/1/24,CA,2.459869984
24/1/24,CA,2.460015595
25/1/24,CA,2.457235966
26/1/24,CA,2.451859479
27/1/24,CA,2.451721276
28/1/24,CA,2.453545484
29/1/24,CA,2.448835705
30/1/24,CA,2.445403428
31/1/24,CA,2.443433148
1/2/24,CA,2.440784592
2/2/24,CA,2.432330757
3/2/24,CA,2.418793828
4/2/24,CA,2.402177762
5/2/24,CA,2.390816052
6/2/24,CA,2.38697223
7/2/24,CA,2.381461107
8/2/24,CA,2.383486536
9/2/24,CA,2.388014016
10/2/24,CA,2.398507344
11/2/24,CA,2.410481409
12/2/24,CA,2.421207371
13/2/24,CA,2.423868013
14/2/24,CA,2.426964283
15/2/24,CA,2.425797902
16/2/24,CA,2.422392497
17/2/24,CA,2.407333164
18/2/24,CA,2.397733816
19/2/24,CA,2.392026789
20/2/24,CA,2.383183119
21/2/24,CA,2.376931665
22/2/24,CA,2.372045284
23/2/24,CA,2.371816402
24/2/24,CA,2.382096498
25/2/24,CA,2.383948151
26/2/24,CA,2.383523837
27/2/24,CA,2.382686444
28/2/24,CA,2.383570983
29/2/24,CA,2.382769238
1/3/24,CA,2.385223494
2/3/24,CA,2.380601252
3/3/24,CA,2.376019279
4/3/24,CA,2.372990234
5/3/24,CA,2.375950735
6/3/24,CA,2.372878962
7/3/24,CA,2.368821946
8/3/24,CA,2.359951185
9/3/24,CA,2.360089246
10/3/24,CA,2.363732534
11/3/24,CA,2.366642243
12/3/24,CA,2.369450505
13/3/24,CA,2.371197145
14/3/24,CA,2.375379493
15/3/24,CA,2.380632605
16/3/24,CA,2.37840004
17/3/24,CA,2.376934139
18/3/24,CA,2.374599511
19/3/24,CA,2.371912203
20/3/24,CA,2.374224901
21/3/24,CA,2.379594987
22/3/24,CA,2.386817629
23/3/24,CA,2.395204387
24/3/24,CA,2.401354032
25/3/24,CA,2.406859816
26/3/24,CA,2.410315013
27/3/24,CA,2.412254981
28/3/24,CA,2.41234505
29/3/24,CA,2.41213725
30/3/24,CA,2.412527328
31/3/24,CA,2.411690494
1/4/24,CA,2.411433992
2/4/24,CA,2.413991856
3/4/24,CA,2.415926321
4/4/24,CA,2.41283574
5/4/24,CA,2.410939401
6/4/24,CA,2.408761049
7/4/24,CA,2.407086759
8/4/24,CA,2.405525249
9/4/24,CA,2.400763835
10/4/24,CA,2.399297443
11/4/24,CA,2.404100595
12/4/24,CA,2.406488002
13/4/24,CA,2.40713425
14/4/24,CA,2.407213328
15/4/24,CA,2.406878314
16/4/24,CA,2.404264282
17/4/24,CA,2.402755424
18/4/24,CA,2.398022214
19/4/24,CA,2.396765884
20/4/24,CA,2.397873567
21/4/24,CA,2.401147807
22/4/24,CA,2.405713028
23/4/24,CA,2.415126829
24/4/24,CA,2.419955135
25/4/24,CA,2.425809834
26/4/24,CA,2.429543669
27/4/24,CA,2.433451878
28/4/24,CA,2.434967784
29/4/24,CA,2.43680226
30/4/24,CA,2.438006886
1/1/19,DE,1.497997831
2/1/19,DE,1.496300835
3/1/19,DE,1.496769922
4/1/19,DE,1.498214652
5/1/19,DE,1.497308754
6/1/19,DE,1.496577089
7/1/19,DE,1.496786413
8/1/19,DE,1.496326359
9/1/19,DE,1.492834625
10/1/19,DE,1.490646529
11/1/19,DE,1.487275858
12/1/19,DE,1.485485132
13/1/19,DE,1.484482884
14/1/19,DE,1.482911163
15/1/19,DE,1.478164754
16/1/19,DE,1.474788455
17/1/19,DE,1.469103896
18/1/19,DE,1.468183075
19/1/19,DE,1.465621469
20/1/19,DE,1.461803938
21/1/19,DE,1.458278076
22/1/19,DE,1.459014522
23/1/19,DE,1.461894324
24/1/19,DE,1.465973319
25/1/19,DE,1.466965868
26/1/19,DE,1.469033694
27/1/19,DE,1.472230033
28/1/19,DE,1.476693293
29/1/19,DE,1.48083686
30/1/19,DE,1.484220832
31/1/19,DE,1.486626206
1/2/19,DE,1.487413136
2/2/19,DE,1.488658741
3/2/19,DE,1.488844588
4/2/19,DE,1.485325947
5/2/19,DE,1.48353845
6/2/19,DE,1.484388365
7/2/19,DE,1.482742942
8/2/19,DE,1.482309343
9/2/19,DE,1.481496333
10/2/19,DE,1.481680703
11/2/19,DE,1.484335968
12/2/19,DE,1.482399014
13/2/19,DE,1.480651818
14/2/19,DE,1.481205047
15/2/19,DE,1.482792383
16/2/19,DE,1.482115511
17/2/19,DE,1.481739563
18/2/19,DE,1.481343281
19/2/19,DE,1.483455262
20/2/19,DE,1.484282
21/2/19,DE,1.484980052
22/2/19,DE,1.485148799
23/2/19,DE,1.487586342
24/2/19,DE,1.490117495
25/2/19,DE,1.492006404
26/2/19,DE,1.493527093
27/2/19,DE,1.494446113
28/2/19,DE,1.495810103
1/3/19,DE,1.496225498
2/3/19,DE,1.496602595
3/3/19,DE,1.496492971
4/3/19,DE,1.496554965
5/3/19,DE,1.499792899
6/3/19,DE,1.501533208
7/3/19,DE,1.503452276
8/3/19,DE,1.506466987
9/3/19,DE,1.509195534
10/3/19,DE,1.513893589
11/3/19,DE,1.517918962
12/3/19,DE,1.519775527
13/3/19,DE,1.52180967
14/3/19,DE,1.526822295
15/3/19,DE,1.530442266
16/3/19,DE,1.534148359
17/3/19,DE,1.53746317
18/3/19,DE,1.541259125
19/3/19,DE,1.544483949
20/3/19,DE,1.549700047
21/3/19,DE,1.551468499
22/3/19,DE,1.553592626
23/3/19,DE,1.555783899
24/3/19,DE,1.558198453
25/3/19,DE,1.560453301
26/3/19,DE,1.562734678
27/3/19,DE,1.56539832
28/3/19,DE,1.569043999
29/3/19,DE,1.572188797
30/3/19,DE,1.57442408
31/3/19,DE,1.576921657
1/4/19,DE,1.579833161
2/4/19,DE,1.579745051
3/4/19,DE,1.579169501
4/4/19,DE,1.577358258
5/4/19,DE,1.579090929
6/4/19,DE,1.580114522
7/4/19,DE,1.578113871
8/4/19,DE,1.576458539
9/4/19,DE,1.578152249
10/4/19,DE,1.580107372
11/4/19,DE,1.584565552
12/4/19,DE,1.587291301
13/4/19,DE,1.590351325
14/4/19,DE,1.598374123
15/4/19,DE,1.606484507
16/4/19,DE,1.616758294
17/4/19,DE,1.624624778
18/4/19,DE,1.622606264
19/4/19,DE,1.619007084
20/4/19,DE,1.616555854
21/4/19,DE,1.61151553
22/4/19,DE,1.604760976
23/4/19,DE,1.596092479
24/4/19,DE,1.589142014
25/4/19,DE,1.590747119
26/4/19,DE,1.592332118
27/4/19,DE,1.592054708
28/4/19,DE,1.592344838
29/4/19,DE,1.594904887
30/4/19,DE,1.597685946
1/5/19,DE,1.601096578
2/5/19,DE,1.601802699
3/5/19,DE,1.605191867
4/5/19,DE,1.609484801
5/5/19,DE,1.611854424
6/5/19,DE,1.61469385
7/5/19,DE,1.616742826
8/5/19,DE,1.61748744
9/5/19,DE,1.619365145
10/5/19,DE,1.618914666
11/5/19,DE,1.618403113
12/5/19,DE,1.617396404
13/5/19,DE,1.615406689
14/5/19,DE,1.613920295
15/5/19,DE,1.611834143
16/5/19,DE,1.612664353
17/5/19,DE,1.610437331
18/5/19,DE,1.606490203
19/5/19,DE,1.602429956
20/5/19,DE,1.600124767
21/5/19,DE,1.5970717
22/5/19,DE,1.595516897
23/5/19,DE,1.592345511
24/5/19,DE,1.587339968
25/5/19,DE,1.586928749
26/5/19,DE,1.584675066
27/5/19,DE,1.582448012
28/5/19,DE,1.578818091
29/5/19,DE,1.578920323
30/5/19,DE,1.576451175
31/5/19,DE,1.578691896
1/6/19,DE,1.577221878
2/6/19,DE,1.579876708
3/6/19,DE,1.58060591
4/6/19,DE,1.582374421
5/6/19,DE,1.578918766
6/6/19,DE,1.579534244
7/6/19,DE,1.579273965
8/6/19,DE,1.580490712
9/6/19,DE,1.578351371
10/6/19,DE,1.579676148
11/6/19,DE,1.581804359
12/6/19,DE,1.582714621
13/6/19,DE,1.581183294
14/6/19,DE,1.580595376
15/6/19,DE,1.579190375
16/6/19,DE,1.580657104
17/6/19,DE,1.579868709
18/6/19,DE,1.576526155
19/6/19,DE,1.568375543
20/6/19,DE,1.562402598
21/6/19,DE,1.558022172
22/6/19,DE,1.553798184
23/6/19,DE,1.549824297
24/6/19,DE,1.545345968
25/6/19,DE,1.543280841
26/6/19,DE,1.545657762
27/6/19,DE,1.54410745
28/6/19,DE,1.540454997
29/6/19,DE,1.536680349
30/6/19,DE,1.53285785
1/7/19,DE,1.528899358
2/7/19,DE,1.522737168
3/7/19,DE,1.521204301
4/7/19,DE,1.521318949
5/7/19,DE,1.520922669
